Azure Landing Zone Review - Aug 27 - Garic,,,,,,,,,
,,,,,,,,,
Recommendations for your Azure environment,,,,,,,,,
Your overall results,Critical,'56/197',,,,,,,
Identity and access management,Which users do you apply those selected services/features to?,IT Administrators & VIP users,,,,,,,
Identity and access management,Which users do you apply those selected services/features to?,No users,,,,,,,
Identity and access management,"Have you implemented and configured emergency access accounts (aka ""break glass accounts"") for Microsoft Entra ID?",No,No,,,,,,
Identity and access management,"Have you implemented and configured emergency access accounts (aka ""break glass accounts"") for Microsoft Entra ID?","Yes, but none are excluded from MFA or Conditional Access policies or have a Microsoft Entra PIM permanent role assignment",,,,,,,
Identity and access management,"Have you implemented and configured emergency access accounts (aka ""break glass accounts"") for Microsoft Entra ID?","Yes, and at least one is excluded from MFA and Conditional Access polices and has an Microsoft Entra PIM permanent role assignment of Global Admin to Microsoft Entra ID",,,,,,,
Identity and access management,"Which option describes your current monitoring, logging, and alerting implementation for authentication, authorization and activity in Microsoft Entra ID and Azure Subscriptions?","No monitoring, logging or alerting.",,,,,,,
Identity and access management,"Which option describes your current monitoring, logging, and alerting implementation for authentication, authorization and activity in Microsoft Entra ID and Azure Subscriptions?","All Microsoft Entra audit & sign-in logs are sent to a central Log Analytics workspace, but no alerting is configured.","All Microsoft Entra audit & sign-in logs are sent to a central Log Analytics workspace, but no alerting is configured.",,,,,,
Identity and access management,"Which option describes your current monitoring, logging, and alerting implementation for authentication, authorization and activity in Microsoft Entra ID and Azure Subscriptions?","All Microsoft Entra audit & sign-in logs + all Azure Subscription Activity logs are sent to a central Log Analytics workspace, but no alerting is configured.",,,,,,,
Identity and access management,"Which option describes your current monitoring, logging, and alerting implementation for authentication, authorization and activity in Microsoft Entra ID and Azure Subscriptions?",All Microsoft Entra audit & sign-in logs are sent to a central Log Analytics workspace. Alerting is configured based on these logs for scenarios like the use of emergency access accounts.,,,,,,,
Identity and access management,"Which option describes your current monitoring, logging, and alerting implementation for authentication, authorization and activity in Microsoft Entra ID and Azure Subscriptions?",All Microsoft Entra audit & sign-in logs + all Azure Subscription Activity logs are sent to a central Log Analytics workspace. Alerting is configured based on these logs for scenarios like the use of emergency access accounts.,,,,,,,
Identity and access management,"Which option describes your current monitoring, logging, and alerting implementation for authentication, authorization and activity in Microsoft Entra ID and Azure Subscriptions?","All Microsoft Entra audit & sign-in logs + all Azure Subscription Activity logs are sent to a central Log Analytics workspace. Alerting is configured based on these logs for scenarios like the use of emergency access accounts, and Microsoft Sentinel provides analysis and alerts.",,,,,,,
Identity and access management,"How do external users, like partners, gain access to manage your Azure resources within your Azure subscriptions?","No access, or access isn't needed.",,,,,,,
Identity and access management,"How do external users, like partners, gain access to manage your Azure resources within your Azure subscriptions?",Microsoft Entra guest users (B2B) are invited into our Microsoft Entra tenant.,Microsoft Entra guest users (B2B) are invited into our Microsoft Entra tenant.,,,,,,
Identity and access management,"How do external users, like partners, gain access to manage your Azure resources within your Azure subscriptions?",Azure Lighthouse delegation.,,,,,,,
Identity and access management,"How do external users, like partners, gain access to manage your Azure resources within your Azure subscriptions?",A mixture of both Microsoft Entra guest users (B2B) invitation and Azure Lighthouse delegation.,,,,,,,
Identity and access management,Which of the following practices do you use when you grant access to resources in your Azure environments via Azure RBAC (IAM)?,RBAC assignments are given to individual users.,RBAC assignments are given to individual users.,,,,,,
Identity and access management,Which of the following practices do you use when you grant access to resources in your Azure environments via Azure RBAC (IAM)?,RBAC assignments are only given to groups (cloud only or synchronized). Users are added to the groups.,,,,,,,
Identity and access management,Which of the following practices do you use when you grant access to resources in your Azure environments via Azure RBAC (IAM)?,RBAC assignments are only given to groups (cloud only). Users are added to the groups.,,,,,,,
Identity and access management,Which of the following practices do you use when you grant access to resources in your Azure environments via Azure RBAC (IAM)?,"RBAC assignments are only given to groups (cloud only or synchronized). Users added to groups, and all assignments (except ""read only"" permissions) are enforced using Microsoft Entra PIM.",,,,,,,
Identity and access management,Which of the following practices do you use when you define Azure RBAC (IAM) roles to assign to identities?,"Only built-in RBAC roles are assigned. These roles grant higher level roles to cover all required permissions, even for actions that may not be required (like assigning Owner or Contributor to everyone)","Only built-in RBAC roles are assigned. These roles grant higher level roles to cover all required permissions, even for actions that may not be required (like assigning Owner or Contributor to everyone)",,,,,,
Identity and access management,Which of the following practices do you use when you define Azure RBAC (IAM) roles to assign to identities?,Only built-in RBAC roles are assigned. These roles assign numerous built-in roles multiple times to tightly scope and control permissions and ensure that only required permissions are given.,,,,,,,
Identity and access management,Which of the following practices do you use when you define Azure RBAC (IAM) roles to assign to identities?,Custom RBAC roles are assigned for all requirements.,,,,,,,
Identity and access management,Which of the following practices do you use when you define Azure RBAC (IAM) roles to assign to identities?,"Custom RBAC role assignments are used alongside built-in role assignments to provide what permissions the built-in roles don't include. Custom RBAC roles are only assigned when absolutely necessary, since custom requirements are not covered by the built-in roles or any combination of built-in roles.",,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment","We do not have a Hub and Spoke topology based on traditional Virtual Networks. We use Azure VWAN instead. (If you select this alternative, skip the following options and move on to the next question).",,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment","Our organization deployed resources across one or multiple Azure regions. While some traffic across Azure regions is expected (such as traffic between two virtual networks across two different Azure regions), we do not require a full mesh network across all Azure regions.",,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment",We require full control and granularity for manual configuration of our Azure network routing policy.,,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment",We have a low number of remote or branch locations per region (fewer than 100 IPsec Site-to-Site tunnels).,,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment","We connect our Landing zone Virtual Networks to a Central Hub virtual network through Vnet Peering for cross-premises connectivity via ExpressRoute, VPN for branch connectivity, NVAs and UDRs for spoke-to-spoke connectivity, Azure Firewall or a partner NVA (as required) for internet-outbound protection.","We connect our Landing zone Virtual Networks to a Central Hub virtual network through Vnet Peering for cross-premises connectivity via ExpressRoute, VPN for branch connectivity, NVAs and UDRs for spoke-to-spoke connectivity, Azure Firewall or a partner NVA (as required) for internet-outbound protection.",,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment","When one of the following conditions is true, we use a topology of multiple Hub Virtual networks or even Landing Zones Virtual Networks connected with multiple ExpressRoute circuits: - We need a higher level of isolation. - We need dedicated ExpressRoute bandwidth for specific business units. - We have reached the maximum number of connections per ExpressRoute gateway.",,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment","We use multiprotocol label switching, SD-WAN, and our existing network to connect branch locations with corporate headquarters. We use Azure Route Server when transit between ExpressRoute and VPN gateways is required.",,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment","We have hub-and-spoke networks in multiple Azure regions. When a few of our landing zones need to connect across regions, we use global virtual network peering to directly connect landing zone virtual networks that need to route traffic to each other. ",,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment","When our Landing Zone Virtual Networks from different Azure regions need to communicate, we either: - Deploy a partner NVA or Azure Firewall in the Hub, then initiate Global Vnet peering between the hubs. - Interconnect ExpressRoute Gateways and Circuits across regions. In this scenario, both gateways are connected to both circuits, with different weights in the connection resource.",,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment",We deploy each region's hub network resources into separate resource groups and sort them into each deployed region.,,,,,,,
Network topology and connectivity,"Our organization created a Hub and Spoke topology using Virtual Networks, and the following statements are true about our requirements/environment",We use Azure Monitor for Networks to monitor our virtual networks' end-to-end state.,,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment","We do not have a Hub and Spoke topology based on Azure VWAN. We use traditional Virtual Networks instead. (If you select this alternative, skip the following options and move on to the next question).","We do not have a Hub and Spoke topology based on Azure VWAN. We use traditional Virtual Networks instead. (If you select this alternative, skip the following options and move on to the next question).",,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment",At least one of the following statements is true about our requirements/environment: - Our organization has resources deployed across several Azure regions and. We have global connectivity between VNets in these Azure regions and between multiple on-premises locations through the Azure Global Network. - Our organization intends to integrate a large-scale branch network that requires more than 100 branch sites for native IPsec termination directly into Azure using a software-defined WAN (SD-WAN) deployment. - Our organization requires transitive routing between VPN and ExpressRoute. Remote branches linked via site-to-site VPN and/or remote users linked via point-to-site VPN connect to on-premises datacenters via Azure using the ExpressRoute private infrastructure. - Our organization needs an aggregated throughput higher than 10 Gbps between Azure and on-premises locations.,,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment",We connect multiple landing zones together across Azure regions using a Virtual WAN hub for each Azure region and a common global Azure Virtual WAN.,,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment","We deploy all Virtual WAN resources into a single resource group in our connectivity subscription, even when we deploy across multiple regions.",,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment",We use virtual hub routing features to further segment traffic between VNets and branches.,,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment",We use ExpressRoute to connect Virtual WAN hubs to on-premises datacenters.,,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment","We deploy required shared services, like DNS servers, in a dedicated spoke virtual network.",,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment","We connect branches and remote locations to the nearest Virtual WAN hub using Site-to-Site VPN, or we enable branch connectivity to Virtual WAN via an SD-WAN partner solution.",,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment","When required, we connect users to our Virtual WAN hub via a Point-to-Site VPN.",,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment","We follow the principle of ""traffic in Azure stays in Azure"" so that communication across resources in Azure occurs via the Microsoft backbone network, even when the resources are in different regions.",,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment",We house the Azure Virtual WAN and Azure Firewall resources within our connectivity subscription.,,,,,,,
Network topology and connectivity,"Our organization created a Global Network using Azure VWAN, and the following statements are true about our requirements/deployment",We have a single Azure DDoS standard protection plan deployed in our connectivity subscription.,,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We require private connectivity to Azure, and we currently use VPN.","We require private connectivity to Azure, and we currently use VPN.",,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We require private connectivity to Azure, and we currently use ExpressRoute circuits. ",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We require encryption and private connectivity for Azure, and we currently use ExpressRoute Direct with MacSec enabled between our routes and Microsoft Edge routers. ",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We use ExpressRoute circuit with private peering configured, and we enabled FastPath when we created the ExpressRoute connection.",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,We have an on-premises datacenter that's connected to two ExpressRoute peering locations to increase overall reliability. ,,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"When an Azure region supports availability zones, we deploy only ExpressRoute gateways that support zonal deployment, like VpnGw[x]AZ sku. ",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"Our on-premises datacenter connects to one or more Hub Virtual Networks/Virtual WAN hubs in a particular Azure region. The total combined bandwidth requires no more than 10Gbps throughput, and we use ExpressRoute through a service provider. When more than 10Gbps is needed, we use ExpressRoute Direct circuits.",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure are true,"We use ExpressRoute network insights to monitor our ExpressRoute components (peerings, connections, and gateways).",,,,,,,
Network topology and connectivity,"The following statements about our strategy for assigning IP addresses to Azure, on-premises, and other cloud providers are true",We use only private IP address ranges from RFC 1918 for our private On-premises networks and/or Azure Virtual Networks.,We use only private IP address ranges from RFC 1918 for our private On-premises networks and/or Azure Virtual Networks.,,,,,,
Network topology and connectivity,"The following statements about our strategy for assigning IP addresses to Azure, on-premises, and other cloud providers are true","We do not use any of the following IP address ranges as Address Space of our Azure or On-Premises networks: 224.0.0.0/4 (multicast), 255.255.255.255/32 (broadcast), 127.0.0.0/8 (loopback), 169.254.0.0/16 (link-local), and  168.63.129.16/32 (internal DNS).","We do not use any of the following IP address ranges as Address Space of our Azure or On-Premises networks: 224.0.0.0/4 (multicast), 255.255.255.255/32 (broadcast), 127.0.0.0/8 (loopback), 169.254.0.0/16 (link-local), and  168.63.129.16/32 (internal DNS).",,,,,,
Network topology and connectivity,"The following statements about our strategy for assigning IP addresses to Azure, on-premises, and other cloud providers are true","We do not create large Azure Virtual Networks like (/16), unless for Landing Zone Virtual Networks hosting services that may require thousands of IP Addresses, such as Azure Kubernetes or Azure Databricks.",,,,,,,
Network topology and connectivity,"The following statements about our strategy for assigning IP addresses to Azure, on-premises, and other cloud providers are true",We use an IP address management solution that helps us to reserve and assign IP addresses ranges and ensure admins don't create networks with IP overlap.,,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,"We use virtual network injection for supported Azure services to make them available from within your virtual network, and we are locking down the communication within the virtual network by using UDRs and NSGs.","We use virtual network injection for supported Azure services to make them available from within your virtual network, and we are locking down the communication within the virtual network by using UDRs and NSGs.",,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,When available we always use Private Link Endpoints for Azure PaaS services that do not require public access.,,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,"When virtual network injection or Private Link Endpoints are not available, we use ExpressRoute with Microsoft peering, and we have restricted the Networks that can reach out to the services separately, in the Firewall setting of each service.",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,"When Virtual Network Injection or Private Link Endpoints are not available, we use Service Endpoints. We only enable them on the subnets that really need access to a particular Azure PaaS service, and we only use them when there are no data exfiltration concerns.",,,,,,,
Network topology and connectivity,The following statements about our connectivity to Azure PaaS services are true,"Our corporate security policy requires that we limit Cross-Tenant Private Link Endpoint connections in Azure, and in order to achieve that we have implemented Azure Policies to meet that requirement.",,,,,,,
Network topology and connectivity,The following statements are true about how we secure our workloads from inbound HTTP/S connectivity from the internet,We use Application Gateway v2 for secure delivery of HTTP/S applications and ensure that WAF protection and policies are enabled. ,,,,,,,
Network topology and connectivity,The following statements are true about how we secure our workloads from inbound HTTP/S connectivity from the internet,"(Single region) We use Application Gateway v2 (or a partner NVA) and ensure that WAF protection and policies are enabled for secure delivery of external-facing HTTP/S applications, and we deploy them within the landing-zone virtual network and with the applications that they're securing.",,,,,,,
Network topology and connectivity,The following statements are true about how we secure our workloads from inbound HTTP/S connectivity from the internet,"(Multi-region) When using Azure Front Door and Application Gateway v2 to protect HTTP/S applications, we use WAF policies in Front Door and lock Application Gateway down to only receive traffic from Front Door.",,,,,,,
Network topology and connectivity,The following statements are true about how we secure our workloads from inbound HTTP/S connectivity from the internet,We have no public facing application.,We have no public facing application.,,,,,,
Network topology and connectivity,"The following statements are true about our requirements and strategy for ""Outbound Internet"" access",We do not use Azure's default internet outbound (SNAT) for any scenario. We use Azure Firewall or a partner NVA to govern Azure outbound traffic to the internet.,We do not use Azure's default internet outbound (SNAT) for any scenario. We use Azure Firewall or a partner NVA to govern Azure outbound traffic to the internet.,,,,,,
Network topology and connectivity,"The following statements are true about our requirements and strategy for ""Outbound Internet"" access","We use NAT gateway for Online Landing Zones Vnets not connected to the Hub VNet, where compute resources require internet outbound access and do not need any of the security features provided by Azure Firewall or a third-party NVA.",,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for our inbound and outbound internet connectivity,We prevent exposure of VM management ports to the internet by using Azure Policy to prevent VM creation with a public IP attached.,,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for our inbound and outbound internet connectivity,We use Azure Bastion to access jump-box virtual machines for management purposes.,We use Azure Bastion to access jump-box virtual machines for management purposes.,,,,,,
Network topology and connectivity,The following statements are true about our requirements and strategy for our inbound and outbound internet connectivity,We use Azure DDoS Protection Standard protection plans to help protect all Virtual Networks hosting any resource with a Public IP.,,,,,,,
