"Category","Business Impact","Recommendation","Subscription ID","Subscription Name","Resource Group","Resource Name","Type","Updated Date","Potential benefits","Potential Annual Cost Savings","Potential Cost Savings Currency","Retirement date","Retiring feature"
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-prt-prod-uks-001","printserver2835c7f47-bc52-4dd7-a04f-0e1b4d80ecf3","Network interface","2025-10-21T10:40:11.3469556Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Validate Virtual Machine reliability with a Site Recovery test failover","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-prt-prod-uks-001","printserver2","Virtual machine","2025-10-21T05:59:45.5453281Z","Ensure business continuity. Verify disaster recovery plan.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-prt-prod-uks-001","printserver2","Virtual machine","2025-10-21T06:21:13.7266713Z","Enhanced resilience to platform faults and updates.","",""
"Security","Low","Non-internet-facing virtual machines should be protected with network security groups","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-prt-prod-uks-001","printserver2","Virtual machine","2025-10-21T08:05:33.7621081Z","Prevent potential security breaches","",""
"Security","Low","Access to storage accounts with firewall and virtual network configurations should be restricted","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaavdpuks1","Storage Account","2025-10-21T12:17:54.4251354Z","Prevent potential security breaches","",""
"Security","Medium","Storage account should use a private link connection","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaadpuks1","Storage Account","2025-10-21T02:02:47.0794060Z","Prevent potential security breaches","",""
"Security","Medium","Storage account public access should be disallowed","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaavdpuks1","Storage Account","2025-10-21T06:24:03.6474736Z","Prevent potential security breaches","",""
"Security","Medium","Storage account should use a private link connection","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgacdpuks1","Storage Account","2025-10-21T02:02:47.0794060Z","Prevent potential security breaches","",""
"Security","Medium","Storage account public access should be disallowed","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgacdpuks1","Storage Account","2025-10-21T06:24:03.6474736Z","Prevent potential security breaches","",""
"Security","Low","Access to storage accounts with firewall and virtual network configurations should be restricted","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaadpuks1","Storage Account","2025-10-21T12:17:54.4251354Z","Prevent potential security breaches","",""
"Security","Medium","Storage accounts should prevent shared key access","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaadpuks1","Storage Account","2025-10-21T08:12:01.3788098Z","Prevent potential security breaches","",""
"Security","Medium","Storage accounts should prevent shared key access","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaavdpuks1","Storage Account","2025-10-21T08:12:01.3788098Z","Prevent potential security breaches","",""
"Security","Medium","Storage accounts should prevent shared key access","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgacdpuks1","Storage Account","2025-10-21T08:12:01.3788098Z","Prevent potential security breaches","",""
"Security","Medium","Storage account public access should be disallowed","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaadpuks1","Storage Account","2025-10-21T06:24:03.6474736Z","Prevent potential security breaches","",""
"Security","Low","Access to storage accounts with firewall and virtual network configurations should be restricted","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgacdpuks1","Storage Account","2025-10-21T12:17:54.4251354Z","Prevent potential security breaches","",""
"Security","Medium","Storage accounts should restrict network access using virtual network rules","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgacdpuks1","Storage Account","2025-10-21T07:50:53.6083782Z","Prevent potential security breaches","",""
"Security","Medium","Storage accounts should restrict network access using virtual network rules","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaavdpuks1","Storage Account","2025-10-21T07:50:53.6083782Z","Prevent potential security breaches","",""
"Security","Medium","Storage accounts should restrict network access using virtual network rules","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaadpuks1","Storage Account","2025-10-21T07:50:53.6083782Z","Prevent potential security breaches","",""
"Security","Medium","Storage account should use a private link connection","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-sto-prod-uks-001","stgaavdpuks1","Storage Account","2025-10-21T02:02:47.0794060Z","Prevent potential security breaches","",""
"Reliability","Medium","Use NAT gateway for outbound connectivity","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","garic-vnet-rg","garic-hub-vnet","Virtual network","2025-10-21T06:22:21.7404812Z","Prevent outbound connection failures with NAT gateway","",""
"Operational excellence","High","Enable Traffic Analytics to view insights into traffic patterns across Azure resources","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","garic-vnet-rg","garic-rds-gateway-nsg","Network Security Group","2025-10-21T10:37:56.1685867Z","Identify top talkers, traffic hotspots, resource utilization, and security based on traffic patterns in NSG.","",""
"Operational excellence","High","Enable Traffic Analytics to view insights into traffic patterns across Azure resources","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","garic-vnet-rg","nsg-identity-snet","Network Security Group","2025-10-21T10:37:56.1685867Z","Identify top talkers, traffic hotspots, resource utilization, and security based on traffic patterns in NSG.","",""
"Reliability","Medium","Use NAT gateway for outbound connectivity","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","garic-vnet-rg","garic-production-vnet","Virtual network","2025-10-21T06:22:21.7404812Z","Prevent outbound connection failures with NAT gateway","",""
"Security","Low","Virtual networks should be protected by Azure Firewall","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","garic-vnet-rg","garic-hub-vnet","Virtual network","2025-10-21T09:04:42.5344024Z","Prevent potential security breaches","",""
"Security","Medium","Guest Configuration extension should be installed on machines","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T14:13:21.5357178Z","Prevent potential security breaches","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T10:58:08.0803871Z","Boost Gen2 VM security by protecting against rootkits","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1900","Network interface","2025-10-21T10:40:11.3469556Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Low","Convert Standard to Premium disk for higher uptime","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T06:18:58.5600435Z","Enhanced performance, configurability, and uptime","",""
"Operational excellence","Medium","Install SQL best practices assessment on your SQL VM","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","SQL virtual machine","2025-10-21T10:57:26.7568941Z","Check your server config for best practices and increased excellence","",""
"Security","Medium","Machines should have a vulnerability assessment solution","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T09:09:58.1388691Z","Prevent potential security breaches","",""
"Security","Medium","Virtual machines and virtual machine scale sets should have encryption at host enabled","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T15:14:39.7729337Z","Prevent potential security breaches","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T10:39:05.4692140Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Availability zones for better resiliency and availability","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T06:34:44.7481481Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Security","High","Machines should be configured to periodically check for missing system updates","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T08:15:56.1992340Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T06:21:13.7266713Z","Enhanced resilience to platform faults and updates.","",""
"Security","Low","Azure Backup should be enabled for virtual machines","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T15:14:22.3306070Z","Prevent potential security breaches","",""
"Security","High","Windows virtual machines should enable Azure Disk Encryption or EncryptionAtHost.","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T08:03:49.3369615Z","Prevent potential security breaches","",""
"Reliability","Medium","Enable Backups on your Virtual Machines","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-vm-prod-uks-001","vmgasagepuks1","Virtual machine","2025-10-21T10:47:49.7832522Z","Protection of your Virtual Machines","",""
"Security","Medium","Virtual machines and virtual machine scale sets should have encryption at host enabled","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T15:14:39.7779354Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T06:21:13.7266713Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Validate Virtual Machine reliability with a Site Recovery test failover","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T05:59:45.5453281Z","Ensure business continuity. Verify disaster recovery plan.","",""
"Reliability","Low","Convert Standard to Premium disk for higher uptime","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T06:18:58.5600435Z","Enhanced performance, configurability, and uptime","",""
"Security","High","Machines should be configured to periodically check for missing system updates","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T08:15:56.1942363Z","Prevent potential security breaches","",""
"Reliability","High","Use Availability zones for better resiliency and availability","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T06:34:44.7431488Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Security","Medium","Guest Configuration extension should be installed on machines","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T14:13:21.5357178Z","Prevent potential security breaches","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T10:39:05.4692140Z","Guaranteed compute capacity in constrained region or zone.","",""
"Security","Medium","Machines should have a vulnerability assessment solution","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T09:09:58.1388691Z","Prevent potential security breaches","",""
"Reliability","High","Migrate workload to D-series or better virtual machine","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T05:45:21.1175546Z","Full CPU performance for heavy workload in production","",""
"Security","High","Windows virtual machines should enable Azure Disk Encryption or EncryptionAtHost.","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T08:03:49.3819638Z","Prevent potential security breaches","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001189","Network interface","2025-10-21T10:40:11.3469556Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T10:58:08.0803871Z","Boost Gen2 VM security by protecting against rootkits","",""
"Security","Low","Non-internet-facing virtual machines should be protected with network security groups","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-afs-prod-uks-001","vmgapuksafs001","Virtual machine","2025-10-21T08:05:33.7621081Z","Prevent potential security breaches","",""
"Reliability","Low","Convert Standard to Premium disk for higher uptime","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmfgfwpuks1","Virtual machine","2025-10-21T06:18:58.5600435Z","Enhanced performance, configurability, and uptime","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmfgfwpuks1","Virtual machine","2025-10-21T10:39:05.4692140Z","Guaranteed compute capacity in constrained region or zone.","",""
"Security","High","Linux virtual machines should enable Azure Disk Encryption or EncryptionAtHost.","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmfgfwpuks1","Virtual machine","2025-10-21T09:06:46.3997825Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmgafapuks1","Virtual machine","2025-10-21T06:21:13.7266713Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Availability zones for better resiliency and availability","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmgafapuks1","Virtual machine","2025-10-21T06:34:44.7431488Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Security","Low","Azure Backup should be enabled for virtual machines","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmfgfwpuks1","Virtual machine","2025-10-21T15:14:22.3306070Z","Prevent potential security breaches","",""
"Security","Low","Azure Backup should be enabled for virtual machines","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmgafapuks1","Virtual machine","2025-10-21T15:14:22.3306070Z","Prevent potential security breaches","",""
"Reliability","Medium","Basic SKU is being retired","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","pip-vmgafapuks1-prod-uks-001","Public IP address","2025-10-21T06:00:28.1195212Z","Avoid potential disruptions and use new capabilities","","","30/09/2025","Basic SKU"
"Security","Medium","Virtual machines and virtual machine scale sets should have encryption at host enabled","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmgafapuks1","Virtual machine","2025-10-21T15:14:39.7729337Z","Prevent potential security breaches","",""
"Security","High","Internet-facing virtual machines should be protected with network security groups","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmgafapuks1","Virtual machine","2025-10-21T01:00:32.4266508Z","Prevent potential security breaches","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmgafapuks1","Virtual machine","2025-10-21T10:39:05.4692140Z","Guaranteed compute capacity in constrained region or zone.","",""
"Security","Medium","Virtual machines and virtual machine scale sets should have encryption at host enabled","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmfgfwpuks1","Virtual machine","2025-10-21T15:14:39.7729337Z","Prevent potential security breaches","",""
"Security","Medium","Guest Configuration extension should be installed on machines","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmfgfwpuks1","Virtual machine","2025-10-21T14:13:21.5307196Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmfgfwpuks1","Virtual machine","2025-10-21T06:21:13.7266713Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Availability zones for better resiliency and availability","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmfgfwpuks1","Virtual machine","2025-10-21T06:34:44.7431488Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Security","Medium","Guest Configuration extension should be installed on machines","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmgafapuks1","Virtual machine","2025-10-21T14:13:21.5307196Z","Prevent potential security breaches","",""
"Security","High","Linux virtual machines should enable Azure Disk Encryption or EncryptionAtHost.","123f7d2b-7731-4372-90da-3bc0555d6dbf","BCN Azure CSP - Garic Ltd (123f7d2b-7731-4372-90da-3bc0555d6dbf)","rg-ga-net-prod-uks-001","vmgafapuks1","Virtual machine","2025-10-21T09:06:46.3997825Z","Prevent potential security breaches","",""
